Name of Initiative,Organization Name,Notes,Location 1,Street Address,City,State,State Based,Episodes,Facebook,Twitter,Youtube,Website
Health Care Innovation Awards,"Rutgers, The State University Of New Jersey (The Center For State Health Policy)","Operating in California, Colorado, Missouri, and Pennsylvania","MO
(38.63578999960896, -92.5663000000448)",,,MO,true,,,,,
Health Care Innovation Awards,Maimonides Medical Center,Operating in New York,"NY
(42.82699999955048, -75.54396999981549)",,,NY,true,,,,,
Health Care Innovation Awards,"Eau Claire Cooperative Health Centers, Inc.",Operating in South Carolina,"SC
(33.99855000018255, -81.0452500001872)",,,SC,true,,,,,
Health Care Innovation Awards,"Children's Hospital And Health System, Inc.",Operating in Wisconsin,"WI
(44.39319000021851, -89.81636999977553)",,,WI,true,,,,,
Health Care Innovation Awards,Bronx Regional Health Information Organization (BRONX RHIO),Operating in New York,"NY
(42.82699999955048, -75.54396999981549)",,,NY,true,,,,,
Health Care Innovation Awards,Ben Archer Health Center,Operating in New Mexico,"NM
(34.52088000011207, -106.24057999976702)",,,NM,true,,,,,
Health Care Innovation Awards,The National Health Care for the Homeless Council,"Operating in California, Florida, Illinois, Massachusetts, Nebraska, New Hampshire, North Carolina, Texas","FL
(28.932039999846268, -81.9289599999039)",,,FL,true,,,,,
Health Care Innovation Awards,"Innovative Oncology Business Solutions, Inc.","Operating in Florida, Georgia, Maine, New Mexico, Ohio, Pennsylvania, and Tennessee","PA
(40.79372999993973, -77.86069999960512)",,,PA,true,,,,,
Health Care Innovation Awards,The National Health Care for the Homeless Council,"Operating in California, Florida, Illinois, Massachusetts, Nebraska, New Hampshire, North Carolina, Texas","MA
(42.27687000005062, -72.08269000004333)",,,MA,true,,,,,
Health Care Innovation Awards,Health Resources In Action,"Operating in Co﻿nnecticut, Massachusetts, Rhode Island, Vermont","MA
(42.27687000005062, -72.08269000004333)",,,MA,true,,,,,
Health Care Innovation Awards,"Innovative Oncology Business Solutions, Inc.","Operating in Florida, Georgia, Maine, New Mexico, Ohio, Pennsylvania, and Tennessee","FL
(28.932039999846268, -81.9289599999039)",,,FL,true,,,,,
Health Care Innovation Awards,Peacehealth Ketchikan Medical Center,Operating in Alaska,"AK
(64.84507999974238, -147.72205999986895)",,,AK,true,,,,,
Health Care Innovation Awards,George Washington University,"Operating in District of Columbia, Maryland, Pennsylvania, Virginia","PA
(40.79372999993973, -77.86069999960512)",,,PA,true,,,,,
Health Care Innovation Awards,University  Of North Texas Health Science Center,"Operating in Alabama, Arizona, California, Colorado, Connecticut, Delaware, Florida, Georgia, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Michigan, Nevada, Massachusetts, Minnesota, Mississippi, Missouri, New Jersey, New Mexico, New York, North Carolina, Ohio, Oklahoma, Oregon, Pennsylvania, South Carolina, Tennessee, Texas, Virginia, Washington, and Wisconsin","KY
(37.645969999815804, -84.77496999996538)",,,KY,true,,,,,
Health Care Innovation Awards,University Of Alabama At Birmingham,"Operating in Alabama, Florida, Georgia, Mississippi, and Tennessee","FL
(28.932039999846268, -81.9289599999039)",,,FL,true,,,,,
Health Care Innovation Awards,Trustees Of Dartmouth College,"Operating in California, Colorado, Idaho, Iowa, Maine, Massachusetts, Michigan, Minnesota, New Hampshire, New Jersey, New York, Oregon, Texas, Utah, Vermont, and Washington","CA
(37.638300000444815, -120.99958999997835)",,,CA,true,,,,,
Health Care Innovation Awards,TransforMED,"Operating in Alabama, Connecticut, Florida, Georgia, Illinois, Indiana, Kansas, Kentucky, Massachusetts, Michigan, Mississippi, Nebraska, Oklahoma, West Virginia, and Wisconsin","CT
(41.56265999995918, -72.6498400002157)",,,CT,true,,,,,
Health Care Innovation Awards,"Rutgers, The State University Of New Jersey (The Center For State Health Policy)","Operating in California, Colorado, Missouri, and Pennsylvania","CA
(37.638300000444815, -120.99958999997835)",,,CA,true,,,,,
Health Care Innovation Awards,National Council Of Young Men's Christian Associations Of The United States Of America (YMCA Of The USA),"Operating in Arizona, Delaware, Florida, Indiana, Minnesota, New York, Ohio, and Texas","MN
(46.3556499998478, -94.79419999982997)",,,MN,true,,,,,
Health Care Innovation Awards,Memorial Hospital Of Laramie County Dba Cheyenne Regional,Operating in Wyoming,"WY
(43.23553999957147, -108.10982999975454)",,,WY,true,,,,,
Health Care Innovation Awards,Institute For Clinical Systems Improvement,"Operating in California, Colorado, Iowa, Massachusetts, Michigan, Minnesota, Pennsylvania, Washington, and Wisconsin","MN
(46.3556499998478, -94.79419999982997)",,,MN,true,,,,,
Health Care Innovation Awards,University Of Tennessee Health Science Center,Operating in Tennessee,"TN
(35.68094000038087, -85.77449000011325)",,,TN,true,,,,,
Health Care Innovation Awards,Feinstein Institute For Medical Research,"Operating in Colorado, Florida, Michigan, Minnesota, Missouri, New Hampshire, New Mexico, New York, Oregon","OR
(44.567449999917756, -120.15502999983448)",,,OR,true,,,,,
Health Care Innovation Awards,Feinstein Institute For Medical Research,"Operating in Colorado, Florida, Michigan, Minnesota, Missouri, New Hampshire, New Mexico, New York, Oregon","MO
(38.63578999960896, -92.5663000000448)",,,MO,true,,,,,
Health Care Innovation Awards,The Methodist Hospital Research Institute,Operating in Texas,"TX
(31.82724000022597, -99.42676999973554)",,,TX,true,,,,,
Health Care Innovation Awards,Michigan Public Health Institute,Operating in Michigan,"MI
(44.661320000317914, -84.71438999959867)",,,MI,true,,,,,
Health Care Innovation Awards,The National Health Care for the Homeless Council,"Operating in California, Florida, Illinois, Massachusetts, Nebraska, New Hampshire, North Carolina, Texas","TX
(31.82724000022597, -99.42676999973554)",,,TX,true,,,,,
Health Care Innovation Awards,Altarum Institute,Operating in Michigan,"MI
(44.661320000317914, -84.71438999959867)",,,MI,true,,,,,
Health Care Innovation Awards,"Welvie, LLC",Operating in Ohio,"OH
(40.06020999969189, -82.40426000019869)",,,OH,true,,,,,
Health Care Innovation Awards,Vanderbilt University  ,"Operating in Kentucky, Tennessee","TN
(35.68094000038087, -85.77449000011325)",,,TN,true,,,,,
Health Care Innovation Awards,Mayo Clinic,"Operating in Massachusetts, Minnesota, New York, and Oklahoma","MN
(46.3556499998478, -94.79419999982997)",,,MN,true,,,,,
Health Care Innovation Awards,Feinstein Institute For Medical Research,"Operating in Colorado, Florida, Michigan, Minnesota, Missouri, New Hampshire, New Mexico, New York, Oregon","CO
(38.842890000173554, -106.13314000041055)",,,CO,true,,,,,
Health Care Innovation Awards,University of New Mexico Health Sciences Center,"Operating in New Mexico, Washington","WA
(47.522280000022135, -120.47001000026114)",,,WA,true,,,,,
Health Care Innovation Awards,Mineral Regional Health Center,Operating in Montana,"MT
(47.06653000015956, -109.42441999998289)",,,MT,true,,,,,
Health Care Innovation Awards,"Innovative Oncology Business Solutions, Inc.","Operating in Florida, Georgia, Maine, New Mexico, Ohio, Pennsylvania, and Tennessee","ME
(45.25423000041434, -68.9850299999344)",,,ME,true,,,,,
Health Care Innovation Awards,The National Health Care for the Homeless Council,"Operating in California, Florida, Illinois, Massachusetts, Nebraska, New Hampshire, North Carolina, Texas","CA
(37.638300000444815, -120.99958999997835)",,,CA,true,,,,,
Health Care Innovation Awards,Christiana Care Health System,Operating in Deleware,"DE
(39.00883000020451, -75.57774000040052)",,,DE,true,,,,,
Health Care Innovation Awards,Northeastern University,"Operating in Massachusetts, North Carolina, and Washington","MA
(42.27687000005062, -72.08269000004333)",,,MA,true,,,,,
Health Care Innovation Awards,The Trustees Of The University Of Pennsylvania,Operating in Pennsylvania,"PA
(40.79372999993973, -77.86069999960512)",,,PA,true,,,,,
Health Care Innovation Awards,University Of Alabama At Birmingham,"Operating in Alabama, Florida, Georgia, Mississippi, and Tennessee","TN
(35.68094000038087, -85.77449000011325)",,,TN,true,,,,,
Health Care Innovation Awards,"Innovative Oncology Business Solutions, Inc.","Operating in Florida, Georgia, Maine, New Mexico, Ohio, Pennsylvania, and Tennessee","NM
(34.52088000011207, -106.24057999976702)",,,NM,true,,,,,
Health Care Innovation Awards,Health Resources In Action,"Operating in Co﻿nnecticut, Massachusetts, Rhode Island, Vermont","RI
(41.70828000002217, -71.5224700001902)",,,RI,true,,,,,
Health Care Innovation Awards,Health Resources In Action,"Operating in Co﻿nnecticut, Massachusetts, Rhode Island, Vermont","VT
(43.625379999687425, -72.51764000028561)",,,VT,true,,,,,
Health Care Innovation Awards,University Of Rhode Island,Operating in Rhode Island,"RI
(41.70828000002217, -71.5224700001902)",,,RI,true,,,,,
Health Care Innovation Awards,Institute For Clinical Systems Improvement,"Operating in California, Colorado, Iowa, Massachusetts, Michigan, Minnesota, Pennsylvania, Washington, and Wisconsin","PA
(40.79372999993973, -77.86069999960512)",,,PA,true,,,,,
Health Care Innovation Awards,Institute For Clinical Systems Improvement,"Operating in California, Colorado, Iowa, Massachusetts, Michigan, Minnesota, Pennsylvania, Washington, and Wisconsin","WA
(47.522280000022135, -120.47001000026114)",,,WA,true,,,,,
Health Care Innovation Awards,Institute For Clinical Systems Improvement,"Operating in California, Colorado, Iowa, Massachusetts, Michigan, Minnesota, Pennsylvania, Washington, and Wisconsin","WI
(44.39319000021851, -89.81636999977553)",,,WI,true,,,,,
Health Care Innovation Awards,University of New Mexico Health Sciences Center,"Operating in New Mexico, Washington","NM
(34.52088000011207, -106.24057999976702)",,,NM,true,,,,,
Health Care Innovation Awards,Northeastern University,"Operating in Massachusetts, North Carolina, and Washington","WA
(47.522280000022135, -120.47001000026114)",,,WA,true,,,,,
Health Care Innovation Awards,Mount Sinai School Of Medicine,"Operating in Illinois, New Jersey, and New York","NJ
(40.13056999960594, -74.2736899996936)",,,NJ,true,,,,,
Health Care Innovation Awards,George Washington University,"Operating in District of Columbia, Maryland, Pennsylvania, Virginia","DC
(38.89036999987576, -77.03195999965413)",,,DC,true,,,,,
Health Care Innovation Awards,George Washington University,"Operating in District of Columbia, Maryland, Pennsylvania, Virginia","VA
(37.54268000028196, -78.45789000012326)",,,VA,true,,,,,
Health Care Innovation Awards,University  Of North Texas Health Science Center,"Operating in Alabama, Arizona, California, Colorado, Connecticut, Delaware, Florida, Georgia, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Michigan, Nevada, Massachusetts, Minnesota, Mississippi, Missouri, New Jersey, New Mexico, New York, North Carolina, Ohio, Oklahoma, Oregon, Pennsylvania, South Carolina, Tennessee, Texas, Virginia, Washington, and Wisconsin","NY
(42.82699999955048, -75.54396999981549)",,,NY,true,,,,,
Health Care Innovation Awards,Mount Sinai School Of Medicine,"Operating in Illinois, New Jersey, and New York","NY
(42.82699999955048, -75.54396999981549)",,,NY,true,,,,,
Health Care Innovation Awards,Trustees Of Dartmouth College,"Operating in California, Colorado, Idaho, Iowa, Maine, Massachusetts, Michigan, Minnesota, New Hampshire, New Jersey, New York, Oregon, Texas, Utah, Vermont, and Washington","VT
(43.625379999687425, -72.51764000028561)",,,VT,true,,,,,
Incentives for the Prevention of Chronic Disease in Medicaid Demonstration,State of Wisconsin,Operating in Wisconsin,"WI
(44.39319000021851, -89.81636999977553)",,,WI,true,,,,,
Incentives for the Prevention of Chronic Disease in Medicaid Demonstration,State of Montana,Operating in Montana,"MT
(47.06653000015956, -109.42441999998289)",,,MT,true,,,,,
Incentives for the Prevention of Chronic Disease in Medicaid Demonstration,State of Hawaii,Operating in Hawaii,"HI
(21.304850000427336, -157.85774999956269)",,,HI,true,,,,,
Incentives for the Prevention of Chronic Disease in Medicaid Demonstration,State of Texas,Operating in Texas,"TX
(31.82724000022597, -99.42676999973554)",,,TX,true,,,,,
Incentives for the Prevention of Chronic Disease in Medicaid Demonstration,State of New York,Operating in New York,"NY
(42.82699999955048, -75.54396999981549)",,,NY,true,,,,,
Incentives for the Prevention of Chronic Disease in Medicaid Demonstration,State of California,Operating in California,"CA
(37.638300000444815, -120.99958999997835)",,,CA,true,,,,,
Incentives for the Prevention of Chronic Disease in Medicaid Demonstration,State of New Hampshire,Operating in New Hampshire,"NH
(43.65595000019255, -71.50036000041354)",,,NH,true,,,,,
Incentives for the Prevention of Chronic Disease in Medicaid Demonstration,State of Connecticut,Operating in Connecticut,"CT
(41.56265999995918, -72.6498400002157)",,,CT,true,,,,,
Incentives for the Prevention of Chronic Disease in Medicaid Demonstration,State of Nevada,Operating in Nevada,"NV
(39.49323999972637, -117.07183999971608)",,,NV,true,,,,,
Incentives for the Prevention of Chronic Disease in Medicaid Demonstration,State of Minnesota,Operating in Minnesota,"MN
(46.3556499998478, -94.79419999982997)",,,MN,true,,,,,
Independence at Home Demonstration,North Shore – Long Island Jewish Health Care Inc.: Physician House Calls Program,,"Westbury, NY
(40.7570999996654, -73.58683000000434)",,Westbury,NY,,,,,,
Independence at Home Demonstration,National House Call Practitioners Group ,"Operating in counties of  Bexar, Brazoria, Comal, Galveston, Guadalupe, Harris, Hays, Kerr, Montgomery, Travis, and Williamson ","7610 Highway 71
Austin, TX
(30.267600000339883, -97.74297999972708)",7610 Highway 71 West,Austin,TX,,,,,,
Independence at Home Demonstration,Boston Medical Center,,"Boston, MA
(42.35862999957499, -71.05669999960514)",,Boston,MA,,,,,,
Independence at Home Demonstration,"Visiting Physicians Association of Texas, PLLC ","Operating in counties of Collin, Cooke, Dallas, Denton, Ellis, Johnson, Navarro, and Tarrant ","4545 Fuller Drive
Irving, TX
(32.867452790104096, -96.94859395969542)",4545 Fuller Drive,Irving,TX,,,,,,
Independence at Home Demonstration,"Visiting Physicians Association, P.C","Operating in counties of Arenac, Bay, Genesee, Gladwin, Lapeer, Livingston, Midland, Oakland, Ogemaw, Saginaw, Shiawassee, and Tuscola","4444 Bristol Road
Flint, MI
(42.972874493418544, -83.76913751263908)",4444 Bristol Road,Flint,MI,,,,,,
Independence at Home Demonstration,"Doctors Making Housecalls, LLC","Operating in counties of Alamance, Chatham, Durham, Orange, and Wake","4220 Apex Highway
Durham, NC
(35.9139871033405, -78.89196128930854)",4220 Apex Highway,Durham,NC,,,,,,
Independence at Home Demonstration,"Visiting Physicians Association, P.C","Operating in counties of Calhoun, Clinton, Eaton, Gratiot, Ingham, Ionia, Isabela, Jackson, Livingston, Montcalm, Shiawassee, and Wayne","2205 Jolly Road
Okemos, MI
(42.68293220771341, -84.43057989827724)",2205 Jolly Road,Okemos,MI,,,,,,
Independence at Home Demonstration,"Visiting Physicians Association, P.C","Operating in counties of Dane, Dodge, Jefferson, Kenosha, Milwaukee, Ozaukee, Racine, Walworth, Washington, and Waukesha","2514 102nd Street
Allis, MI
(45.266704, -84.191887)",2514 S. 102nd Street,West Allis,MI,,,,,,
Independence at Home Demonstration,Virginia Commonwealth University ,Operating in the Mid-Atlantic Consortium,"1250 E Marshall St.
Richmond, VA
(37.54069999980533, -77.43365000034709)",1250 E Marshall St.,Richmond,VA,,,,,,
Independence at Home Demonstration,"Housecall Providers, Inc.","Operating in counties of Clackamas, Multnomah, and Washington ","4531 Belmont
Portland, OR
(45.51660685329358, -122.61584722350639)",4531 SE Belmont,Portland,OR,,,,,,
Independence at Home Demonstration,"Visiting Nurse Housecall, LLC ",,"Atlanta, GA
(33.74831000040638, -84.39111000042601)",,Atlanta,GA,,,,,,
Independence at Home Demonstration,"Schnabel In-Home Care Program, Division of Geriatric Medicine, University of Pennsylvania Health System",Operating in the Mid-Atlantic Consortium,"3615 Chesnut Street
Philadelphia, PA
(39.952280000222004, -75.16245000026714)",3615 Chesnut Street,Philadelphia,PA,,,,,,
Independence at Home Demonstration,Christiana Care Health Services ,,"Wilmington, DE
(39.7402299998148, -75.55084000006582)",,Wilmington,DE,,,,,,
Independence at Home Demonstration,Comprehensive Geriatric Medicine P.C. ,,"Brooklyn, NY
(40.692449999568, -73.99036000011375)",,Brooklyn,NY,,,,,,
Independence at Home Demonstration,"RMED, LLC","Operating in counties of Clay, Nassau, Saint Johns, and Duval","4348 Southpoint Boulevard
Jacksonville, FL
(30.252709962795564, -81.58776900433821)",4348 Southpoint Boulevard,Jacksonville,FL,,,,,,
Independence at Home Demonstration,Innovative Primary Senior Care LLC ,,"Skokie, IL
(42.02634000039086, -87.75568000013175)",,Skokie,IL,,,,,,
Independence at Home Demonstration,Cleveland Clinic Home Care Services: Medical Care at Home Program ,,"Independence, OH
(41.3763999999602, -81.63999000013825)",,Independence,OH,,,,,,
Independence at Home Demonstration,"Treasure Coast Healthcare, LLC ",,"Stuart, FL
(27.19999000013854, -80.25536000036357)",,Stuart,FL,,,,,,
Independence at Home Demonstration,Medical House Calls Program at MedStar Washington Hospital Center,Operating in the Mid-Atlantic Consortium,"110 Irving St NW
Washington, DC
(38.9308527828303, -77.01584963110463)",110 Irving St NW,Washington,DC,,,,,,
Innovation Advisors Program,"Paula Suter BSN, MA, RN",,"4830 Business Center Drive
Fairfield, CA
(38.22010958985419, -122.13936842411329)","4830 Business Center Drive, Suite 140",Fairfield,CA,,,,,,
Innovation Advisors Program,"Cristin Sullivan BSN, MBA",,"Green Bay, WI
(44.5127900000586, -88.01016000028363)",,Green Bay,WI,,,,,,
Innovation Advisors Program,"Winnie Suen MD, MSc, LMT",,"88 Newton Street Robinson 2
Boston, MA
(42.3371094801158, -71.07139912234962)",88 East Newton Street Robinson 2,Boston,MA,,,,,,
Innovation Advisors Program,"Jason Stein MD, SFHM",,"1364 Clifton Road
Atlanta, GA
(33.79248398404515, -84.32103593895289)","1364 Clifton Road, Box M7",Atlanta,GA,,,,,,
Innovation Advisors Program,Rosemary Botchway MS HCA,,"8757 Georgia Avenue
Silver Spring, MD
(38.998400860451, -77.03061649882574)","8757 Georgia Avenue, 10th Floor",Silver Spring,MD,,,,,,
Innovation Advisors Program,Phyllis Sherard MPA,,"214 23rd Street
Cheyenne, WY
(41.14006432746663, -104.81648360421201)",214 E. 23rd Street,Cheyenne,WY,,,,,,
Innovation Advisors Program,Cordelia Sharma MBBS,,"100 Wood Road
Valhalla, NY
(41.0736200000631, -73.77263000037408)",100 Wood Road,Valhalla,NY,,,,,,
Innovation Advisors Program,"Kathy Scott PhD, MPA, RN, FACHE",,"N17 W24100 Riverwood Drive
Waukesha, WI
(43.014419999983204, -88.23550999978653)","N17 W24100 Riverwood Drive, Suite 130",Waukesha,WI,,,,,,
Innovation Advisors Program,"Barbara Blakeney BSN, MSN",,"275 Cambridge Street
Boston, MA
(42.361254795345936, -71.06812393251835)",275 Cambridge Street,Boston,MA,,,,,,
Innovation Advisors Program,"Christina Schwien MPH, MN, BS, BA",,"10700 Meridian Ave
Seattle, WA
(47.70694076507607, -122.33392775193204)",10700 Meridian Ave. N,Seattle,WA,,,,,,
Innovation Advisors Program,Jack Resnick MD,,"501 Main Street
Roosevelt Island, NY
",501 Main Street,Roosevelt Island,NY,,,,,,
Innovation Advisors Program,Neil Resnick MD,,"Kaufmann Medical Building Suite 500 3471 Fifth Avenue
Pittsburg, PA
(40.440495161260245, -79.96036288531913)","3471 Fifth Avenue Kaufmann Medical Building, Suite 500",Pittsburgh,PA,,,,,,
Innovation Advisors Program,"Nancy Roberts RN, MSN",,"51 Health Lane
Warwick, RI
(41.70682369651595, -71.47912054572213)",51 Health Lane,Warwick,RI,,,,,,
Innovation Advisors Program,Stevi Riel ,,"565 Western Avenue
Muskegon, MI
(43.23279226490366, -86.2572385451109)",565 W. Western Avenue,Muskegon,MI,,,,,,
Innovation Advisors Program,"Judith Rabig RN, PhD",,"222 River Road
Leeds, MA
(42.35714999967291, -72.71252000029762)",222 River Road,Leeds,MA,,,,,,
Innovation Advisors Program,Janice Pringle PhD,,"2100 Wharton Street
Pittsburg, PA
(40.430253500779806, -79.97599567096074)","2100 Wharton Street, Suite 720-C",Pittsburgh,PA,,,,,,
Innovation Advisors Program,"Deborah Peartree RN, MS",,"1150 University Avenue
Rochester, NY
(43.152225771672015, -77.57257304995517)",1150 University Avenue,Rochester,NY,,,,,,
Innovation Advisors Program,"Christian Furman MD, MSPH",,"501 Broadway
Louisville, KY
(38.245209555932306, -85.74561287674227)","501 E. Broadway, Suite 240",Louisville,KY,,,,,,
Innovation Advisors Program,Rod Baird MS,,"90 Southside Ave
Asheville, NC
(35.58620399252415, -82.5544515128501)","90 Southside Ave., Suite #300",Asheville,NC,,,,,,
Innovation Advisors Program,Zahra Esmail DO,,"1720 Cesar E Chavez Avenue
Los Angeles, CA
(34.05103695883888, -118.21738597256048)",1720 Cesar E. Chavez Avenue,Los Angeles,CA,,,,,,
Innovation Advisors Program,Anna Marie Butrie MS,,"3805 Chester Pike
Newtown, PA
(40.22987999996218, -74.93664000023568)","3805 West Chester Pike, Suite 100",Newtown,PA,,,,,,
Innovation Advisors Program,"Pamela Duncan PhD, PT, FAPTA, FAHA",,"Medical Center Boulevard Department of Neurology Winston-Salem, NC
(36.08979551443152, -80.27139508057127)",Medical Center Boulevard Department of Neurology,Winston-Salem,NC,,,,,,
Innovation Advisors Program,"Beverly Christie DNP, RN, PHN",,"2344 Energy Park Drive
St Paul, MN
(44.9748105192206, -93.19668425025003)","2344 Energy Park Drive, Room 147",St. Paul,MN,,,,,,
Innovation Advisors Program,Candice Lagasse PharmD,,"275 S. Aspen Street MS 89
Aurora, CO
(39.71102276562062, -104.77192988204123)","275 S. Aspen Street, MS 89",Aurora,CO,,,,,,
Innovation Advisors Program,"Janet Will BSN, MSN",,"838 Eutaw Street
Baltimore, MD
(39.300024475857924, -76.62158685345952)",838 N. Eutaw Street,Baltimore,MD,,,,,,
Innovation Advisors Program,"Diane Curley MSN, RN, CNOR, CBN",,"50 Route 25A
Smithtown, NY
(40.86558690002963, -73.22053259020863)",50 Route 25A,Smithtown,NY,,,,,,
Innovation Advisors Program,Laura Conley MHSA,,"53 Jackson Blvd
Chicago, IL
(41.87815590335373, -87.62956728192057)","53 W. Jackson Blvd., Suite 1526",Chicago,IL,,,,,,
Innovation Advisors Program,Erin Conklin MPA,,"One Genesys Parkway
Grand Blanc, MI
(42.89268159915883, -83.64147266838728)",One Genesys Parkway,Grand Blanc,MI,,,,,,
Innovation Advisors Program,Gary Christensen MS,,"235 Promenade Street
Providence, RI
(41.828477430978005, -71.41961372675271)",235 Promenade Street,Providence,RI,,,,,,
Innovation Advisors Program,Randi Berkowitz MD,,"1200 Centre Street
Roslindale, MA
(42.29738386053219, -71.13150465441208)",1200 Centre Street,Roslindale,MA,,,,,,
Innovation Advisors Program,Parag Agnihotri MD,,"3000 Q Street
Mercy Medical Group CHW Medical Foundation Sacramento, CA
(38.56523341181838, -121.46940948516595)",3000 Q Street Mercy Medical Group/CHW Medical Foundation,Sacramento,CA,,,,,,
Innovation Advisors Program,"Clay Ackerly MD, MS",,"165 Cambridge St
Boston, MA
(42.359322810194335, -71.05938116628315)","165 Cambridge St., 5th Floor",Boston,MA,,,,,,
Innovation Advisors Program,"David Baker DrPH, MBA",,"2401 Belvedere Avenue
Baltimore, MD
(39.35468526879879, -76.66225419562448)",Sinai Hospital of Baltimore 2401 W. Belvedere Avenue,Baltimore,MD,,,,,,
Innovation Advisors Program,Jean  Sanders BSN,,"50 Memorial Blvd
Newport, RI
(41.483596349438926, -71.30408455183476)",50 Memorial Blvd.,Newport,RI,,,,,,
Innovation Advisors Program,Stephanie Bruce MD,,"100 Irving Street NW Room EB3114 East Building
Washington, DC
(38.931087438893954, -77.01225956151703)","100 Irving Street, NW Room EB3114, East Building",Washington,DC,,,,,,
Innovation Advisors Program,Richard Young MD,,"1500 Main Fort
Worth, TX
(32.72787123745659, -97.32645596690836)",1500 S. Main,Fort Worth,TX,,,,,,
Innovation Advisors Program,Sarah Woolsey MD,,"348 4500
Salt Lake City, UT
(40.674314441712454, -111.88117975114051)","348 East 4500 South, Suite 300",Salt Lake City,UT,,,,,,
Innovation Advisors Program,"Victoria Wilkins MPH, MD",,"100 Mario Capecchi Drive
Salt Lake City, UT
(40.76809254820615, -111.83632071070616)",100 North Mario Capecchi Drive,Salt Lake City,UT,,,,,,
Innovation Advisors Program,Jay Want MD,,"2218 Dahlia Street
Denver, CO
(39.74974844305001, -104.93167776294507)",2218 Dahlia Street,Denver,CO,,,,,,
Innovation Advisors Program,Alen Voskanian MD,,"990 190th Street
Torrance, CA
(33.85828083588541, -118.29479372851665)","990 West 190th Street, Suite 550",Torrance,CA,,,,,,
Innovation Advisors Program,Betty Vohr MD,,"101 Dudley Street
Providence, RI
(41.81028189109937, -71.41124435293037)",101 Dudley Street,Providence,RI,,,,,,
Innovation Advisors Program,"Maxine Vance BSN, MSN, PhD",,"2521 Charles Street
Baltimore, MD
(39.31882030627031, -76.61701829755066)",2521 N. Charles Street,Baltimore,MD,,,,,,
Innovation Advisors Program,"Thomas Tsang MD, MPH, FACPM",,"Honolulu, HI
(21.304850000427336, -157.85774999956269)",,Honolulu,HI,,,,,,
Innovation Advisors Program,"Maureen Thompson BSN, RN, CWOCN",,"111 Central Avenue
Newark, NJ
(40.743022644750965, -74.17434275410807)",111 Central Avenue,Newark,NJ,,,,,,
Innovation Advisors Program,"Kelly Taylor RN, MSN,CCM",,"207 Crocker Street
Des Moines, IA
(41.59342155565702, -93.62094057332013)","207 Crocker Street, Suite 200",Des Moines,IA,,,,,,
Innovation Advisors Program,Sharon Tapper MD,,"2850 Commercial Crossing
Santa Cruz, CA
(36.987840558866765, -121.98246370966132)",2850 Commercial Crossing,Santa Cruz,CA,,,,,,
Innovation Advisors Program,Tonya Moody ,,"200 Stevens Drive
First Floor Philadelphia, PA
(39.87394657508343, -75.27968324830569)","200 Stevens Drive Building 100, First Floor",Philadelphia,PA,,,,,,
Innovation Advisors Program,"Jeanne McAllister RN, BSN, MS, MHA",,"18 Low Avenue
Concord, NH
(43.20567560209106, -71.53540170546685)","18 Low Avenue, Suite 101",Concord,NH,,,,,,
Innovation Advisors Program,"Stephen Liu MD, MPH, FACPM",,"One Medical Center Drive
Lebanon, NH
(43.68381174165794, -72.27231210591587)",One Medical Center Drive,Lebanon,NH,,,,,,
Innovation Advisors Program,Julie Lewis MBA,,"5959 Sherwood Forest Boulevard
Baton Rouge, LA
(30.40233016881018, -91.05230598645375)",5959 South Sherwood Forest Boulevard,Baton Rouge,LA,,,,,,
Innovation Advisors Program,"Barbara Levin MPH, MD",,"4233 411 Highway
Madisonville, TN
(35.52069000014353, -84.36353999977104)",4233 North 411 Highway,Madisonville,TN,,,,,,
Innovation Advisors Program,Larry Lawhorne MD,,"128 Apple Street
Dayton, OH
(39.746534264810684, -84.18620977673041)","128 E Apple Street, Suite 1820",Dayton,OH,,,,,,
Innovation Advisors Program,"Anna Flattau MD, MSc, MS",,"3335 Steuben Avenue
New York, NY
(40.879260938969594, -73.8811098132345)",3335 Steuben Avenue,New York,NY,,,,,,
Innovation Advisors Program,"Suzanne Landis MD, MPH",,"118 WT Weaver Blvd
Asheville, NC
(35.6141621319922, -82.56070054173642)",118 WT Weaver Blvd.,Asheville,NC,,,,,,
Innovation Advisors Program,Colleen Kraft MD,,"1906 Belleview Avenue
Roanoke, VA
(37.251932877655214, -79.94311084932062)",1906 Belleview Avenue SW,Roanoke,VA,,,,,,
Innovation Advisors Program,"Daniel Johnson MD, FAAHPM",,"2550 Parker Road
Aurora, CO
(39.66958287735821, -104.86443545481427)","2550 S. Parker Road, Suite 400",Aurora,CO,,,,,,
Innovation Advisors Program,"Jonathan Jaffery MD, MS",,"7974 UW Health Court
Madison, WI
(43.072950000242486, -89.38668999974357)","7974 UW Health Court, Room 425",Madison,WI,,,,,,
Innovation Advisors Program,"Srikant Iyer MD, MPH",,"3333 Burnet Avenue
Cincinnati, OH
(39.141375076669135, -84.50037628097124)","3333 Burnet Avenue, ML# 7014",Cincinnati,OH,,,,,,
Innovation Advisors Program,Grace Hines MBA,,"6015 Poplar Hill Drive
Norfolk, VA
(36.85106346337456, -76.19863400004509)",6015 Poplar Hill Drive,Norfolk,VA,,,,,,
